aluguel,condominio,iptu,descricao,endereco,area,qtd_quartos,qtd_vagas,qtd_banheiros
R$ 2.499,R$ 1.000,R$ 2.200,"Locação: Amplo apartamento no Condomínio Fort Melody, na Rua Silva Paulet, quase esquina com Av. Antônio Sales. Excelente localização, próximo a escolas, farmácias, hospitais, supe..."," Rua Silva Paulet, Aldeota
", 128 ,4,2.0,4.0
R$ 1.100,R$ 250,R$ 531,"Apto no 3º andar com 72m² de área construída, 3 dormitórios sendo 1 suíte, sala de estar e jantar, wc, cozinha convencional, área de serviço, piso cerâmica e 01 vaga. Condomínio of..."," JOSE DE ALENCAR, Fortaleza
", 72 ,3,1.0,2.0
R$ 1.909,R$ 260,R$ 1,"O apartamento está localizado no bairro Centro tem 53 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros. O condomínio conta com área de lazer completa, em ótima localizaçã..."," Rua Guilherme Rocha, Centro
", 53 ,2,1.0,2.0
R$ 1.700,R$ 780,,"Ótimo apartamento para locação com 107 m² contendo 3 suítes sendo uma reversível, sala, cozinha , varanda, dependência completa, 2 vagas de garagem. E uma área de lazer completa:..."," Rua Maria Diva de Carvalho, Lagoa Seca
", 107 ,3,2.0,4.0
R$ 850,,,"Aluga Apartamento na Cidade 2000, próximo a Praça Central - Sala. - Cozinha com bancada americana. - 2 quartos. - WC - Área de serviço. Valor do aluguel: R$850,00 Atualizad..."," Cidade 2000, Fortaleza
", 50 ,2,,1.0
R$ 2.700,,,"O apartamento no bairro Praia de Iracema com 43 metros quadrados com 1 suíte, sala, cozinha e varanda vista mar. Possui academia toda equipada, salão de jogos, jardim, espaço gour..."," Rua Dragão do Mar, Praia de Iracema
", 43 ,1,1.0,1.0
R$ 1.000,R$ 230,R$ 143,Agora você pode morar neste lindo apartamento próximo ao Castelão - sala - 02 quartos sendo 01 suíte - wc social - cozinha Condomínio: - portaria permanente - churrasqueira - de...," Avenida Juscelino Kubitschek, Passaré
", 48 ,2,1.0,1.0
R$ 650,R$ 180,,"Apartamento compacto no Jangurussu, localizado na rua Jaborandi no bairro Jangurussu, próximo à avenida Castelo de Castro e a diversas opções de comércio e serviço. O imóvel possui..."," Jangurussu, Fortaleza
", 43 ,2,1.0,1.0
R$ 5.500,R$ 1.100,R$ 200,"Apartamento mobiliado no bairro Aldeota tem 120 metros com 3 suites, 3 suites, lavabo, Dependencia completa de empregada, 3 vagas, todos ambientes climatizas, apartamento projetado..."," Rua João Carvalho, Aldeota
", 120 ,3,3.0,5.0
R$ 2.300,R$ 478,R$ 76,"Apartamento mobiliado com 01 quarto, localizado no bairro Meireles -"," Rua Tomás Pompeu, Meireles
", 50 ,1,1.0,1.0
R$ 680,,,"Apartamento dispõe de 54m², sala, varanda, cozinha, 2 quartos sendo 1 reversível, banheiro social, lavanderia e banheiro social. Localizado próximo a BR-222, Campo de Futebol Guara..."," Rua Jurupary, Parque Guadalajara Jurema
", 54 ,2,1.0,1.0
R$ 3.900,"Apartamento para aluguel no Porto das dunas nascente com vista mar, amplo com 107m² de área construída, mobiliado, com 3 suítes, 2 vagas de garagem. Condomínio com piscina adulto e...",,"Apartamento para aluguel no Porto das dunas nascente com vista mar, amplo com 107m² de área construída, mobiliado, com 3 suítes, 2 vagas de garagem. Condomínio com piscina adulto e..."," Porto das Dunas, Aquiraz
", 107 ,3,2.0,3.0
R$ 800,R$ 252,R$ 80,"address Rua Artur de Sousa, Planalto Ayrton Senna
"," Rua Artur de Sousa, Planalto Ayrton Senna
", 44 ,2,1.0,1.0
R$ 570,R$ 1,R$ 1,"Para marcar visitas ou maiores informações ligar (85) 3401.9131 e (85) 98589.8855 (WhatsApp). NÃO PRECISA DE FIADOR OU CAUÇÃO. Com apenas um bom cadastro aprovado, fazemos o alugue..."," Rua C, Mondubim
", 50 ,2,,1.0
R$ 1.700,R$ 500,,"Excelente localização, com 03 quartos (Sendo 01 suíte,02 com armários), sala, wc social, cozinha americana com armários, área de serviço, 01 vaga. condomínio com guarita elevada, r..."," Rua Fiuza de Pontes, Aldeota
", 60 ,3,1.0,4.0
R$ 2.009,R$ 1,R$ 1,O apartamento no bairro Dionisio Torres tem 60 metros quadrados com 2 quartos sendo 2 suites e 1 banheiro Além disso segurança garantida 24 horas por dia.Elevador para mais pratici...," Rua José Vilar, Dionísio Torres
", 60 ,2,1.0,1.0
R$ 1.600,R$ 500,,"Excelente localização, com 03 quartos (Sendo 01 suíte,02 com armários), sala, wc social, cozinha americana com armários, área de serviço, 01 vaga. condomínio com guarita elevada, r..."," Rua Fiuza de Pontes, Aldeota
", 60 ,3,1.0,4.0
R$ 900,R$ 381,R$ 82,"Agora você pode morar neste maravilhoso apartamento, a poucos minutos do Baratão Supermercados - sala - cozinha - 02 quartos sendo 01 suíte - 01 banheiro - área de serviço - va..."," Rua Maria Maia, Siqueira
", 45 ,2,1.0,1.0
R$ 700,,R$ 80,"Apartamento no bairro Damas, 2 quartos, sala, cozinha, wc - Rua Des. Praxedes Apartamento novo com 2 quartos, sala e cozinha americana, wc social, com 48m², muito bem localizado..."," Rua Desembargador Praxedes, Damas
", 48 ,2,,1.0
R$ 800,,,"Excelente apartamento no coração do José de Alencar, proximo a Avenida Maestro Lisboa, 50m², living, 2 quartos (sendo 1 suite reversivel), WC social, cozinha, área de serviço, área..."," Rua Maximino, JOSE DE ALENCAR
", 50 ,2,1.0,2.0
R$ 1.800,R$ 150,,"Apto novo – 1º Locação – 5º andar – Torre B ALUGUEL: 1800,00/MÊS . CONDOMÍNIO: R$ 150,00/MÊS (informação de acordo com o último boleto, valor do gás vem no próprio boleto de condo..."," Travessa Contaneide, Edson Queiroz
", 31 ,1,1.0,1.0
R$ 2.200,R$ 675,,"MEIRELES - RUA SENADOR MACHADO 180APT 201 BL B COND. SOL MAIOR APROXIMADAMENTE 80M², VARANDA, SALA, 2 DORMITÓRIOS SENDO 1 SUITE, COZINHA, BANHEIRO SOCIAL, DEPENDÊNCIA DE EMPREGADA,..."," Rua Senador Machado, Meireles
", 80 ,2,1.0,2.0
R$ 1.600,R$ 504,R$ 492,"Apartamento projetado entre as avenidas Santos Dumont e Heráclito Graça, próximo à faculdade Ari de Sá, Cometa, com fácil acesso ao Hospital São Camilo e outras facilidades. Dispõe..."," Rua Fiuza de Pontes, Aldeota
", 65 ,3,1.0,2.0
R$ 800,R$ 137,R$ 1,"APARTAMENTO PRIMEIRA LOCAÇÃO NO EUSÉBIO! Com 47m² de área construída, sala 2 ambientes, 2 quartos, sendo 1 suíte reversível, cozinha americana e área de serviço. Condomínio oferec..."," Tamatanduba, Eusébio
", 47 ,2,1.0,1.0
R$ 2.300,R$ 620,R$ 2.000,"APARTAMENTOS DE 110,00 4 SUITES 2 VAGAS DE GARAGEM AREA DE LAZER COMPLETA SISTEMA DE SEGURANÇA COMPLETO PROJETADO COM CRISTALEIRA DA SALA, MOVEIS NA COZINHA, DEPENDÊNCI..."," Avenida Governador Plácido Aderaldo Castelo, Lagoa Seca
","APARTAMENTOS DE 110,00 4 SUITES 2 VAGAS DE GARAGEM AREA DE LAZER COMPLETA SISTEMA DE SEGURANÇA COMPLETO PROJETADO COM CRISTALEIRA DA SALA, MOVEIS NA COZINHA, DEPENDÊNCI...",4,2.0,4.0
R$ 1.200,,,"O apartamento no bairro messejana possui 42 metros quadrados com 2 quartos e 1 banheiro, 1 vaga de garagem, 1 andar escada, possui espaço jardinado, área de recreação infantil, sal..."," Rua A, Paupina
", 42 ,2,1.0,1.0
R$ 950,R$ 150,R$ 1,"Com 47m² de área construída, sala 2 ambientes, 2 quartos, sendo 1 suíte, cozinha americana e área de serviço. Condomínio oferece portaria 24h, piscina adulto e infantil, salão de f..."," Tamatanduba, Eusébio
", 47 ,2,1.0,1.0
R$ 570,R$ 1,R$ 1,"Para marcar visitas ou maiores informações ligar (85) 3401.9131 e (85) 98589.8855 (WhatsApp). NÃO PRECISA DE FIADOR OU CAUÇÃO. Com apenas um bom cadastro aprovado, fazemos o alugue..."," Rua C, Mondubim
", 50 ,2,,1.0
R$ 700,R$ 216,R$ 78,"IMOBILIÁRIA FERNANDO FREITAS CRECI 0967-J Sapiranga Apto Térreo NOVO 48m², 2 Quartos, Sala, Cozinha americana, Wc Social, 01 Vaga de garagem. Condomínio com Portaria 24hs,Deck, Sa..."," Rua Coronel Olegário Memória, Sapiranga
", 48 ,2,1.0,1.0
R$ 700,,,"1ª Locação - Excelente apartamento na Caucaia com 01 suíte, 01 dormirtorio, wc social, sala, varanda, cozinha, área de serviço, 01 vaga."," Rua Maria de Lourdes, Camurupim
", 54 ,2,1.0,2.0
R$ 3.000,R$ 630,,AG BEZERRA IMÓVEIS www.agbezerra.com.br WhatsApp: ( 8 8 ) 9 9 3 7 6 8586 (Corretor Tibério Bezerra) WhatsApp: ( 8 8 ) 2 1 3 1 8114 (Corretora Dimona Azevedo) Com uma área total...," Rua José Ilânio Couto Gondim, Lagoa Seca
", 125 ,3,3.0,4.0
R$ 1.200,,,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
", 47 ,2,1.0,4.0
R$ 1.500,R$ 481,R$ 76,"Apartamento de 69m², 3 quartos, sendo 2 suítes, cozinha americana e varanda. São 2 vagas de garagem. Condomínio com deck, churrasqueira, piscina, salão de festas, academia, salão..."," Passaré, Fortaleza
", 69 ,3,2.0,1.0
R$ 1.100,R$ 700,R$ 883,O apartamento está localizado no bairro Farias Brito com 117 metros quadrados com 2 quartos sendo 1 suite e 3 banheiros Encontra-se na privacidade de um condomínio fechado. Observa...," Rua Cariré, Centro
", 117 ,2,1.0,3.0
R$ 950,R$ 218,,"O apartamento no bairro Coacu tem 40 metros quadrados com 2 quartos e 1 banheiro Possui espaço gourmet, espaço jardinado, área de recreação infantil, salão para festas e eventos. V..."," Rua Alameda Verde, Coacu
", 40 ,2,1.0,1.0
R$ 1.900,,,"Apartamento mobiliado para aluguel no Porto das Dunas com 58m² de área privativa constituído por 2 dormitórios sendo 1 suíte, sala de estar e jantar, cozinha equipada com armários,..."," Avenida dos Golfinhos, Porto das Dunas
", 58 ,2,1.0,1.0
R$ 2.400,R$ 717,R$ 107,"Apartamento para Aluguel, 73m² por R$ 2.400/Mês. Cambeba - Fortaleza/CE Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Veras! Basta..."," Rua dos Amigos, Cambeba
", 73 ,3,2.0,2.0
R$ 550,,,"APARTAMENTO, PRÓXIMO AV BERNARDO MANUEL, SALA, COZINHA AMERICANA, 02 DORMITÓRIOS,SENDO 01 SUÍTE, ÁREA DE SERVIÇO COBERTA. PRÓXIMO AO POSTO DE COMBUTIVEIS SP,SUPERMERCADOS E ACADEMI..."," Rua I, Itaperi
", 70 ,2,,2.0
R$ 3.200,R$ 1,R$ 1,"O apartamento no bairro São João do Tauape tem 67 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui espaço gourmet, espaço jardinado, área de recreação infantil, sal..."," Rua Júlia Vasconcelos, Aldeota
", 67 ,3,2.0,1.0
R$ 3.000,R$ 575,R$ 517,"Apto com 1 suíte com closet, 1 quarto com duas camas ,2 banheiros, sala de estar e jantar, varanda, garagem 1 vaga , quartos com ar-condicionado."," Praia de Iracema, Fortaleza
", 70 ,2,1.0,2.0
R$ 600,Sem taxa de ; Parquinho; Câmeras de segurança; Portão automatizado; Interfone; Cerca elétrica; Iluminação do apto toda em led já instalada; Instalação para ar condicionad...,R$ 55,Sem taxa de condomínio; Parquinho; Câmeras de segurança; Portão automatizado; Interfone; Cerca elétrica; Iluminação do apto toda em led já instalada; Instalação para ar condicionad...," Rua Franco Rocha, Henrique Jorge
", 45 ,1,1.0,1.0
R$ 3.600,,,"O apartamento está localizado no bairro Catú tem 114 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço jardinado, playground, salão de festas, academia. Vai..."," CE-040, Catú
", 114 ,2,1.0,2.0
R$ 800,R$ 207,,"Apartamento no Eusébio, as margens da CE 040 e ao Quarto Anel Viário, próximo ao Atacadão. O imóvel possui 42m², 2 quartos, sala, cozinha, banheiro, área de serviço, armário na coz..."," Coacu, Eusébio
", 42 ,2,1.0,1.0
R$ 6.300,"Condomínio Wai Wai Cumbuco Nascente Valor: 6.300,00 já incluso o valor do  e",,"Condomínio Wai Wai Cumbuco Nascente Valor: 6.300,00 já incluso o valor do condomínio e IPTU Por fora: gás, energia e internet - 2 quartos - 1 vaga de garagem - Mobiliado - Área de..."," Avenida dos Coqueiros, Cumbuco
", 78 ,2,1.0,1.0
R$ 1.000,R$ 580,,"Alugamos apartamento em ótima localização, próximo a praça Joaquim Távora! * Sala retangular * 2 quartos (com armários) * WC social * Cozinha (com armário), e área de serviço * DC..."," Dionísio Torres, Fortaleza
", 80 ,2,1.0,2.0
R$ 490,R$ 50,,"• Sala, cozinha americana toda revestida, 2 quartos sendo 1 suíte (com banheiro), área de serviço • Varanda individual na lateral do apto * • 01 vaga de moto (Apenas de moto) * • Q..."," Rua Raimunda Uchoa Barbosa de Pinho, Jurema
", 50 ,2,1.0,1.0
R$ 700,R$ 50,,"address Tabapua Brasilia, Caucaia
"," Tabapua Brasilia, Caucaia
", 60 ,2,1.0,1.0
R$ 950,R$ 218,,"Excelente opção de apartamento compacto em condomínio com área de lazer completa no bairro Coaçu, em Eusébio, região metropolitana de Fortaleza. Imóvel para primeira locação com 41..."," Coacu, Eusébio
", 41 ,2,1.0,1.0
R$ 1.200,R$ 950,,"APARTAMENTO 03 SUITE, COM DEPENDÊNCIA DE EMPREGADA 02 VAGA DE GARAGEM, COM BOA LOCALIZAÇÃO."," Rua José Carneiro da Silveira, Cocó
", 140 ,3,2.0,
R$ 6.500,"Condomínio Wai Wai Cumbuco Valor do aluguel: 6.500,00 com o , consumo de gás e energia por fora. 100% Poente Térreo Frente piscina. 95m² 3 quartos sendo 1 suíte 2 banh...",,"Condomínio Wai Wai Cumbuco Valor do aluguel: 6.500,00 com o condomínio, consumo de gás e energia por fora. 100% Poente Térreo Frente piscina. 95m² 3 quartos sendo 1 suíte 2 banh..."," Avenida dos Coqueiros, Cumbuco
", 95 ,3,2.0,2.0
R$ 2.300,R$ 940,,"O apartamento no bairro Varjota com 130 metros quadrados com 3 quartos sendo 2 suites e 4 banheiros Possui salão de festas, parquinho com diferentes brinquedos, espaço jardinado.El..."," Rua Oito de Setembro, Varjota
", 130 ,3,2.0,4.0
R$ 900,R$ 50,R$ 25,"Uma ótima opção para quem procura um imóvel espaçoso e prático. Localizado no bairro Vila Velha, esse imóvel dispõe de diversos fatores que vão fazer sua moradia ser mais aconchega..."," Rua Reriutaba, Vila Velha
", 65 ,3,1.0,1.0
R$ 800,R$ 300,R$ 249,"ÓTIMO APARTAMENTO, SALA DE ESTAR/JANTAR, 03 QUARTOS SENDO 01 SUITE, 01 BANHEIRO SOCIAL, COZINHA AMERICANA, AREA DE SERVIÇO, AREA DE LAZER. ]]>"," Rua 1, Tabapuã
","ÓTIMO APARTAMENTO, SALA DE ESTAR/JANTAR, 03 QUARTOS SENDO 01 SUITE, 01 BANHEIRO SOCIAL, COZINHA AMERICANA, AREA DE SERVIÇO, AREA DE LAZER. ]]>",3,1.0,1.0
R$ 1.520,R$ 450,R$ 98,"Agora você pode morar neste maravilhoso imóvel, a poucos minutos do Assaí Atacadista - sala - cozinha - 03 quartos sendo 01 suíte - 02 varandas - 02 vagas de garagem O melhor..."," Rua dos Sabiás, Passaré
", 66 ,3,2.0,2.0
R$ 1.509,,,"99721=1385 whats Claudio Aguiar creci 9301 Locação atraves de imobiliaria sendo necessario 03 cauções ou fiador Locação de excelentes apartamentos a partir de 35m² à 43m², locali..."," Rua Bárbara de Alencar, Centro
", 45 ,2,1.0,1.0
R$ 1.600,R$ 400,,"Excelentes unidade, com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Condomínio R$ 504,00 (s..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 1.909,,,"(N-800) Primeira locação de apartamentos localizados a Rua Gonçalves Lêdo, 1531, Aldeota, Fortaleza-CE. Uma das melhores regiões de Fortaleza sendo próximo a faculdade Ari de Sá, E..."," Rua Gonçalves Ledo, Aldeota
", 50 ,2,1.0,2.0
R$ 800,R$ 1,R$ 1,"Ideal para quem procura por qualidade de vida e viver com mais tranquilidade e segurança, apresentamos esse lindo apartamento. O imóvel está muito bem localizado no bairro Álvaro W..."," Rua Estrela do Norte, Álvaro Weyne
", 50 ,2,1.0,1.0
R$ 1.000,R$ 230,R$ 143,Agora você pode morar neste lindo apartamento próximo ao Castelão - sala - 02 quartos sendo 01 suíte - wc social - cozinha Condomínio: - portaria permanente - churrasqueira - de...," Avenida Juscelino Kubitschek, Passaré
", 48 ,2,1.0,1.0
R$ 800,R$ 1,R$ 1,"Esta é sua grande chance apartamento de 65m² com 2 dormitórios, 1 banheiro social, sala, cozinha. Possui uma iluminação natural incrível você ver o pôr-do-sol da sua varanda aceita..."," Avenida Independência, Quintino Cunha
", 65 ,2,,1.0
R$ 600 /dia,,,"O maior resort da região, unidade de 3 suites, sala, varanda gourmet, cozinha Valor da Diaria: Baixa estação R$600,00 Alta Estacao: R$ 900,00 Semana Santa R$ 3.200 Temos Diversa..."," Avenida Oceano Indico, Porto das Dunas
", 115 ,3,2.0,3.0
R$ 2.500,R$ 650,,AG BEZERRA IMÓVEIS www.agbezerra.com.br WhatsApp: ( 8 8 ) 9 9 3 7 6 8586 (Corretor Tibério Bezerra) WhatsApp: ( 8 8 ) 2 1 3 1 8114 (Corretora Dimona Azevedo) Com uma área total...," Rua José Ilânio Couto Gondim, Lagoa Seca
", 97 ,3,3.0,4.0
R$ 4.800,R$ 962,R$ 165,"Moma Condominium Endereço: Rua Vilebaldo Aguiar, 2315 AP 19° andar Torre 01 Cocó - Fortaleza - CE ALUGUEL: R$ 4.800,00 Condomínio: R$ 962,01 + água/esgoto conforme uso + gás indivi..."," Rua Vilebaldo Aguiar, Cocó
", 111 ,3,2.0,4.0
R$ 480,R$ 230,,"Apartamento na Vila Pery por trás da Igreja do Parque São José residencial Itapuã 1, 2 quartos, sala, cozinha, wc social, área de serviços, portaria 24 horas. Locação pela Fax Imo..."," Rua Arruda Câmara, Vila Peri
", 50 ,2,1.0,1.0
R$ 709,R$ 208,,"(E-800) Excelente apartamento em um dos melhores condomínios do Eusébio de aproximadamente 42m², localizado na Rua Alameda Verde, 100, Coaçu, Eusébio-CE; Imóvel com sala, cozinha,..."," CE-040, Centro
", 42 ,2,1.0,1.0
R$ 1.100,R$ 250,R$ 57,"Dispõe de 62,39m², sala, cozinha, área de serviço, 2 quartos, e banheiro social, lavanderia e 1 vaga de garagem. Com fácil acessa a Av. Pompilho Gomes, próximo a Centro Hípico JLP,..."," Rua Alencar Oliveira, Passaré
", 62 ,2,1.0,1.0
R$ 900,R$ 218,,"ALUGA APARTAMENTO NO EUSEBIO Uma das mais procuradas opções no Eusébio O ECO WAY é bem localizado, próximo a posto de gasolina, farmácias, escolas e muito mais. Endereço: Alamed..."," CE-040, Eusebio
", 41 ,2,1.0,1.0
R$ 4.500,R$ 650,R$ 159,"Apartamento com vista mar à venda, em localização privilegiada no Meireles, a 50m da Avenida Beira Mar de Fortaleza. Serviços como banco, farmácia, lavanderia, restaurante, lanchon..."," Avenida da Abolição, Meireles
", 72 ,2,1.0,2.0
R$ 1.200,"Condomínio Parque da Vinci - Fonte Das Artes ÁREA PRIVATIVA - 48m², 2 QUARTOS, SALA DE ESTAR E JANTAR, COZINHA AMERICANA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA. ÁREA DE LAZER Pisci...",,"Condomínio Parque da Vinci - Fonte Das Artes ÁREA PRIVATIVA - 48m², 2 QUARTOS, SALA DE ESTAR E JANTAR, COZINHA AMERICANA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA. ÁREA DE LAZER Pisci..."," Rua A, Messejana
", 48 ,2,1.0,1.0
R$ 800,R$ 1,R$ 66,"Apartamento no Benfica para Locação! Apartamento com 40m² de área privativa, 2 dormitórios, banheiro que dá acesso aos 2 quartos, sala de estar e jantar, cozinha americana, área d..."," Benfica, Fortaleza
", 40 ,2,1.0,1.0
R$ 750,R$ 303,,"MESSEJANA - Rua Professor Paulo Maria Aragão, 121, apto 410, BL 05, aproximadamente 40M², com sala, 2 dormitorios, banheiro social, cozinha e area de serviço. 1 vaga, cond. com pis..."," Rua Professor Paulo Maria de Aragão, Messejana
","MESSEJANA - Rua Professor Paulo Maria Aragão, 121, apto 410, BL 05, aproximadamente 40M², com sala, 2 dormitorios, banheiro social, cozinha e  de serviço. 1 vaga, cond. com pis...",2,1.0,1.0
R$ 750,R$ 100,R$ 13,Praticidade e conforto são fundamentais na hora de escolher um apartamento para morar. Outros fatores importantes para se ter em mente na locação é a proximidade de vias de acesso....," Rua Rio Solimões, Padre Andrade
", 45 ,2,1.0,1.0
R$ 900,,,"Excelente casa de dois quartos (sendo um suíte), banheiro social, sala, cozinha. No térreo, o imóvel dispõe de deck com chuveirão, churrasqueira e uma vaga de garagem (compartilhad..."," Rua Roberto Carvalho, Parque Dois Irmãos
", 50 ,2,1.0,1.0
